year,tract_geoid,census_full_code,degree_sum,betweenness_sum,closeness_sum,eigen_or_katz_sum,pagerank_sum,degree_mean,betweenness_mean,closeness_mean,eigen_or_katz_mean,pagerank_mean,degree,betweenness,closeness,eigen_or_katz,pagerank,B25070_001E,B25070_001M,B25070_002E,B25070_002M,B25070_003E,B25070_003M,B25070_004E,B25070_004M,B25070_005E,B25070_005M,B25070_006E,B25070_006M,B25070_007E,B25070_007M,B25070_008E,B25070_008M,B25070_009E,B25070_009M,B25070_010E,B25070_010M,B25070_011E,B25070_011M,B01003_001E,B01003_001M,B19013_001E,B19013_001M,B25001_001E,B25001_001M
2020,18097381205,1400000US18097381205,0.0020569077819677754,0.0061580263842862405,0.00029990795447392825,3.3288694230526133e-53,0.0010329822008212268,0.0006856359273225918,0.0020526754614287467,9.996931815797608e-05,1.1096231410175378e-53,0.0003443274002737423,0.0006856359273225917,0.0027300818765921167,0.00010111008867770087,3.117766056831604e-53,0.00034523776411122517,1342,239,14,23,125,89,294,138,126,80,272,189,136,88,45,35,76,71,254,121,0,17,6247,683,51031,8654,2431,200
2020,18097390102,1400000US18097390102,0.006513541309564622,0.05878928357629205,0.000967772222501136,3.94647700659024e-34,0.0033473184686599986,0.0008141926636955777,0.007348660447036506,0.000120971527812642,4.9330962582378e-35,0.0004184148085824998,0.0010284538909838877,0.012026844198405544,0.0001293124434989389,3.4679890435605888e-34,0.00046265301440931206,1474,390,0,17,85,89,61,49,155,115,102,73,386,341,88,93,293,146,268,122,36,35,5883,756,37839,7126,2392,426
2020,18097390405,1400000US18097390405,0.004799451491258142,0.024013716480609154,0.0007204729606786328,2.2681238392912097e-49,0.002396178170868933,0.0006856359273225917,0.003430530925801308,0.00010292470866837612,3.2401769132731567e-50,0.0003423111672669904,0.0006856359273225917,0.005462750171291417,0.00010644743637829575,2.129494307267346e-49,0.00034264868217993047,856,248,103,113,128,83,272,209,84,64,55,42,102,68,0,12,0,12,112,58,0,12,3844,427,86384,7026,1770,239
2020,18097390410,1400000US18097390410,0.0020569077819677754,0.020452689004854474,0.00032694456266796633,1.0006262133662308e-45,0.0010186308254326285,0.0006856359273225918,0.006817563001618158,0.0001089815208893221,3.335420711220769e-46,0.0003395436084775428,0.0006856359273225917,0.0074949694167815275,0.00011027862436971156,9.399025468630691e-46,0.00034143429014713483,163,42,11,17,14,22,40,59,20,24,24,26,31,52,0,12,0,12,23,28,0,12,1677,215,77688,16452,712,50
2020,18097390411,1400000US18097390411,0.004113815563935551,0.05351463654006855,0.000573054238315179,5.590151827134533e-40,0.0017132879192884043,0.0008227631127871102,0.01070292730801371,0.00011461084766303581,1.1180303654269065e-40,0.00034265758385768085,0.0013712718546451835,0.016760694721308745,0.00011821477237039437,4.867572581368359e-40,0.0004675329087002708,509,197,0,12,32,39,66,53,72,57,35,54,53,63,0,12,124,111,127,133,0,12,3492,572,59775,9408,1564,143
2020,18097390500,1400000US18097390500,0.01748371614672609,0.47432568553011933,0.0029539335624590396,9.97082676698226e-14,0.008270896951589128,0.0007284881727802538,0.019763570230421638,0.00012308056510246,4.154511152909275e-15,0.0003446207063162137,0.0013712718546451835,0.043686835555066486,0.00012983022917283674,9.255781712756553e-14,0.0005869182429482792,401,90,15,22,5,9,71,59,43,31,6,9,42,40,29,24,50,43,117,64,23,34,2377,445,33462,11219,1381,197
2020,18097390602,1400000US18097390602,0.004799451491258142,0.019787274164551682,0.0006330481347612665,8.81348710207647e-43,0.0020093424989295417,0.0007999085818763571,0.0032978790274252805,0.00010550802246021108,1.468914517012745e-43,0.00033489041648825693,0.0013712718546451835,0.017048022260125004,0.00010653712949872217,8.228935277271414e-43,0.000502899395331479,1325,297,19,31,111,64,273,252,22,28,189,106,129,119,47,46,156,84,332,109,47,52,3078,393,52459,10810,1887,261
2020,18097390700,1400000US18097390700,0.007541995200548509,0.18359442048480762,0.001196252169875686,1.0531999874779693e-10,0.0037575114680963796,0.0006856359273225917,0.016690401862255237,0.00010875019726142601,9.574545340708812e-12,0.0003415919516451254,0.0006856359273225917,0.02741979399885163,0.00012160092071314188,9.20574487373239e-11,0.00034263272302586124,425,102,20,31,71,61,11,19,5,7,45,49,0,12,9,15,8,13,230,95,26,26,3114,631,50736,3790,1430,265
2020,18097390801,1400000US18097390801,0.0020569077819677754,0.009270898140741586,0.00019444756691274097,1.6516731393873118e-42,0.0009211792622233063,0.0006856359273225918,0.0030902993802471956,6.481585563758033e-05,5.505577131291039e-43,0.0003070597540744354,0.0006856359273225917,0.004833074926651534,6.644666143940678e-05,1.3925784266676057e-42,0.0003172763119784626,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,-,**,0,12
2020,18097390802,1400000US18097390802,0.010284538909838877,0.01618792067502691,0.0010717051241429252,4.1140198906784023e-44,0.004435131203940546,0.0007911183776799137,0.0012452246673097624,8.243885570330193e-05,3.1646306851372326e-45,0.0003411639387646574,0.0013712718546451835,0.003503656019558964,9.60712507089697e-05,1.9807237302804992e-44,0.0004650204506417757,438,114,38,47,27,33,56,50,73,57,50,42,93,74,18,28,33,41,43,37,7,10,3995,544,64127,10148,1449,120
2020,18097390900,1400000US18097390900,0.016112444292080905,0.3481818421222172,0.0032783948638943493,0.00920750959773327,0.007118503183758898,0.0007005410561774306,0.01513834096183553,0.00014253890712584126,0.0004003265042492726,0.0003095001384242999,0.0010284538909838877,0.03541735147964278,0.0001520024484891368,0.006613740816267771,0.00044740601274241706,805,247,87,83,74,58,50,35,46,33,43,35,62,47,0,12,89,61,304,230,50,63,2724,436,59449,25493,1693,252
2020,18097391001,1400000US18097391001,0.026054165238258487,1.1396268410006523,0.004221061613535954,0.04283654061296274,0.010838813786871612,0.0008404569431696286,0.036762156161311364,0.0001361632778559985,0.0013818238907407337,0.0003496391544152133,0.002399725745629071,0.182472267719668,0.00017309354874597583,0.01068073291365133,0.0006946802446344315,420,88,13,23,0,12,124,94,0,12,77,74,64,75,0,12,59,70,66,47,17,26,1436,363,65096,7306,546,129
2020,18097391002,1400000US18097391002,0.03153925265683922,1.3921580038119101,0.004930035010701119,3.580400242121409,0.014918776307223165,0.0008086987860728004,0.03569635907210026,0.00012641115412054152,0.09180513441336946,0.000382532725826235,0.004113815563935551,0.1140854919343727,0.00017335854566899643,1.0,0.0011190449766277507,2621,336,93,68,641,314,381,182,197,106,246,153,174,129,88,102,157,111,368,118,276,115,5207,848,73287,11763,3273,492
2021,18081610201,1400000US18081610201,0.0027605244996549345,0.0018638543049102699,0.0008796297113606323,1.301250372413178e-57,0.0013790713693240292,0.0006901311249137336,0.00046596357622756746,0.00021990742784015808,3.253125931032945e-58,0.0003447678423310073,0.0006901311249137336,0.0010465122650141635,0.00022158356366357181,1.0675153703842144e-57,0.00034706398082563186,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,18081610300,1400000US18081610300,0.002070393374741201,0.13836783631623872,0.00043412498807255653,3.6493667366473505e-50,0.0008530166129252052,0.0010351966873706005,0.06918391815811936,0.00021706249403627827,1.8246833683236753e-50,0.0004265083064626026,0.0013802622498274672,0.07144024434024585,0.00021796490833625074,3.4513053032402237e-50,0.0005991019600478139,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,18097310104,1400000US18097310104,0.017943409247757076,0.4060353241365083,0.005346664513929844,5.07190401888342e-49,0.00885089303452503,0.0007476420519898782,0.016918138505687845,0.00022277768808041018,2.113293341201425e-50,0.0003687872097718763,0.0010351966873706005,0.024992895008353277,0.00023417369646415247,4.701043501041586e-49,0.0006369538386475669,943,265,35,44,199,208,143,80,226,131,138,95,19,32,12,19,0,12,109,77,62,46,3026,488,59500,9877,2097,330
2021,18097310105,1400000US18097310105,0.020358868184955144,0.473858276082466,0.006271047179161824,6.546970914416433e-46,0.009432174058574563,0.0007020299374122463,0.01633994055456779,0.00021624300617799393,2.257576177384977e-47,0.00032524738133015736,0.0010351966873706005,0.04139929147808363,0.00022957651897554047,6.0651915898303206e-46,0.0004565161516356616,837,365,16,22,44,42,70,42,56,39,112,52,356,361,19,22,98,69,66,62,0,12,3988,591,52094,14444,1867,361
2021,18097310106,1400000US18097310106,0.009316770186335404,0.27819157058550137,0.0029906281065329833,1.2839040668160588e-45,0.004434000050101375,0.000716674629718108,0.021399351583500106,0.00023004831588715257,9.876185129354298e-47,0.000341076926930875,0.0010351966873706005,0.046085846404016625,0.00023629498202580026,1.1900236134787162e-45,0.0004631038855392903,1953,249,123,162,210,121,251,109,339,203,315,199,190,137,81,70,100,88,272,121,72,74,4206,574,49184,9467,2259,234
2021,18097310110,1400000US18097310110,0.0027605244996549345,0.043267195568676864,0.0009160581846657791,5.116074469620195e-37,0.0013319510124528782,0.0006901311249137336,0.010816798892169216,0.00022901454616644477,1.2790186174050487e-37,0.00033298775311321955,0.0006901311249137336,0.015565708606485422,0.00023046562127910177,2.72169171936062e-37,0.000337079379677788,823,108,51,64,95,60,91,59,79,55,184,90,62,54,19,23,71,52,146,84,25,37,2691,264,54466,5886,1365,99
2021,18097310111,1400000US18097310111,0.01311249137336094,0.18678266682198785,0.003962337585016262,9.36580649496485e-29,0.006374780780678148,0.0007713230219624082,0.01098721569541105,0.0002330786814715448,5.509297938214618e-30,0.00037498710474577344,0.0010351966873706005,0.025449448788435147,0.0002444325426666459,6.008295992798116e-29,0.000505257119972755,1003,127,0,12,28,36,224,115,141,95,157,88,108,79,36,35,95,62,211,107,3,9,3505,577,46003,3890,1655,91
2021,18097310112,1400000US18097310112,0.004140786749482402,0.00780572368121707,0.0011427610609305067,4.545610182245692e-65,0.002070397541577329,0.0006901311249137336,0.0013009539468695117,0.0001904601768217511,7.576016970409486e-66,0.0003450662569295548,0.0006901311249137336,0.0027185973067019426,0.00019534718574051803,4.223657448905766e-65,0.0003481575260286389,199,98,0,17,33,29,0,17,50,59,17,28,8,14,39,42,0,17,0,17,52,57,6579,981,137208,14876,2537,340
2021,18097310201,1400000US18097310201,0.023464458247066944,0.434638245747189,0.007220314175508653,8.305515056853513e-39,0.011697018354077104,0.0006901311249137336,0.012783477816093795,0.00021236218163260743,2.442798546133386e-40,0.00034402995159050305,0.0006901311249137336,0.026654736474490043,0.00024262483386070126,7.674372334651539e-39,0.00034554800768905414,469,118,0,12,57,62,74,54,16,14,74,52,45,45,46,70,74,73,83,76,0,12,4480,686,59347,5898,1687,142
2021,18097310203,1400000US18097310203,0.008281573498964804,0.2086978438226356,0.0025691781756467845,1.4619846171262688e-34,0.004140424731142668,0.0006901311249137336,0.017391486985219633,0.0002140981813038987,1.2183205142718905e-35,0.000345035394261889,0.0006901311249137336,0.022427236666854863,0.00022510461378633166,1.3547586339229402e-34,0.0003450461233445206,934,228,53,81,32,39,113,118,88,80,63,83,182,120,46,57,144,158,213,151,0,17,5085,845,55667,13996,2299,231
2021,18097310204,1400000US18097310204,0.008281573498964804,0.20741918354891295,0.002816432376522057,5.345887000398673e-32,0.004140572300562017,0.0006901311249137336,0.017284931962409412,0.00023470269804350474,4.454905833665561e-33,0.0003450476917135014,0.0006901311249137336,0.028656998160682633,0.00025365914618180076,4.948929980041997e-32,0.00034504770284491835,683,161,32,38,17,20,99,72,74,59,18,21,34,32,16,25,60,105,321,128,12,19,5159,812,64323,15840,1811,146
2021,18097310305,1400000US18097310305,0.008281573498964804,0.10525035655980712,0.00228739800447077,1.6413220084204317e-39,0.003709331380854899,0.0008281573498964804,0.010525035655980713,0.000228739800447077,1.6413220084204318e-40,0.0003709331380854899,0.0013802622498274672,0.022203188229512314,0.00023064693231776188,8.365267856734043e-40,0.0005066393012738376,1567,189,0,17,128,86,209,146,311,155,242,156,116,103,106,83,102,106,170,112,183,159,5256,759,40463,3151,2672,229
2021,18097310306,1400000US18097310306,0.026915113871635612,0.5193327239596994,0.008529429855644793,5.235234783369557e-18,0.012743591676968738,0.0007476420519898781,0.01442590899888054,0.00023692860710124424,1.4542318842693213e-19,0.00035398865769357605,0.0013802622498274672,0.05631953571351149,0.00027588047109114645,3.804890728693112e-18,0.0006476530969189394,2088,488,81,89,265,236,338,204,535,459,32,37,162,148,115,117,107,80,247,181,206,160,7847,1408,48419,8722,3079,475
2021,18097310308,1400000US18097310308,0.0027605244996549345,0.058469138131757636,0.0009207905704411984,5.06443003821301e-30,0.0013797308337822113,0.0006901311249137336,0.014617284532939409,0.0002301976426102996,1.2661075095532525e-30,0.0003449327084455528,0.0006901311249137336,0.015289727623326099,0.00023341993983678843,4.693151310923391e-30,0.00034502551650488096,191,133,0,12,0,12,19,32,33,37,0,12,33,54,0,12,25,29,81,90,0,12,3217,549,63533,11218,1223,82
2021,18097310309,1400000US18097310309,0.0027605244996549345,0.09144177849435162,0.0008393153818120235,9.87657600294872e-43,0.0013786688767489555,0.0006901311249137336,0.022860444623587904,0.00020982884545300587,2.46914400073718e-43,0.0003446672191872389,0.0006901311249137336,0.023225997337146802,0.00021125427432892947,9.17826587862018e-43,0.000345004958297573,1034,146,47,73,56,60,142,114,119,105,172,126,147,131,48,50,63,74,231,116,9,15,3502,589,42250,10140,1686,149
2021,18097310312,1400000US18097310312,0.008281573498964804,0.24833369185847762,0.002748375670005637,3.265428482925952e-23,0.004049042955685977,0.0006901311249137336,0.020694474321539803,0.00022903130583380306,2.7211904024382932e-24,0.0003374202463071647,0.0006901311249137336,0.0252623248676137,0.0002489896057225614,3.0259709001499725e-23,0.00034438919680437094,1580,334,17,30,70,87,181,139,348,264,46,56,192,173,40,46,270,178,359,210,57,93,6720,835,49150,4979,2932,258
2021,18097320105,1400000US18097320105,0.003105590062111801,0.07546513575238943,0.000695049033917886,1.1644522459560606e-61,0.0013826767178389682,0.0010351966873706003,0.025155045250796478,0.000231683011305962,3.8815074865202023e-62,0.00046089223927965606,0.0013802622498274672,0.027416096182886415,0.00023257351924855333,9.611144306970683e-62,0.0006584769191053277,995,178,0,12,155,117,126,87,100,133,174,131,45,46,65,63,17,29,287,147,26,41,4273,591,65389,10952,1969,122
2021,18097320106,1400000US18097320106,0.0013802622498274672,0.04503528435331951,0.00046761729213671915,8.287789110530199e-61,0.0006029807660598214,0.0006901311249137336,0.022517642176659754,0.00023380864606835957,4.1438945552650996e-61,0.0003014903830299107,0.0006901311249137336,0.022647592652545304,0.0002342982448883639,7.858139935658767e-61,0.0003051683266756235,690,458,8,12,0,12,64,59,361,477,14,14,54,47,8,13,34,42,147,79,0,12,3389,1504,63864,3927,1392,457
2021,18097320107,1400000US18097320107,0.002070393374741201,0.06960056963808971,0.0007090286655280066,5.20802616911271e-57,0.0007921884529380887,0.0006901311249137336,0.023200189879363235,0.00023634288850933553,1.7360087230375702e-57,0.00026406281764602957,0.0006901311249137336,0.02347898983098815,0.00023738429628192485,4.926539093394664e-57,0.0002972767119819584,169,108,0,12,77,101,23,22,25,18,5,7,0,12,4,7,4,6,13,19,18,20,2224,527,112788,26751,925,119
2021,18097320108,1400000US18097320108,0.017598343685300208,0.2693321879586531,0.005538224026191992,9.850379525863161e-54,0.008180074939989202,0.000733264320220842,0.011222174498277213,0.00023075933442466632,4.104324802442984e-55,0.0003408364558328834,0.0010351966873706005,0.03070285459863884,0.00024044966947851841,5.597286742285506e-54,0.0005447557943490937,2100,206,208,146,66,64,112,87,209,109,270,193,118,87,67,68,286,169,541,225,223,170,5026,636,36314,12405,2503,156
2021,18097320109,1400000US18097320109,0.0013802622498274672,0.0530626742450068,0.0004845724906166501,4.5669122349060204e-63,0.0006408878727563257,0.0006901311249137336,0.0265313371225034,0.00024228624530832506,2.2834561174530102e-63,0.00032044393637816284,0.0006901311249137336,0.026690946322949445,0.0002429094598767522,4.0752959774836826e-63,0.00032804651595845415,170,72,38,45,39,46,0,12,47,42,33,23,0,12,4,7,0,12,0,12,9,14,2768,445,61420,26934,1377,319
2021,18097320202,1400000US18097320202,0.01932367149758454,0.6200081329225421,0.0064799811667560145,1.4415094421586656e-43,0.008975143269893921,0.0006901311249137336,0.022143147604376502,0.0002314278988127148,5.14824800770952e-45,0.00032054083106764,0.0006901311249137336,0.0472938736509747,0.0002600178551317842,1.3624628156325472e-43,0.0003544572600748629,892,223,103,84,122,92,98,82,78,85,101,85,51,69,115,164,28,32,133,70,63,62,5057,628,105302,27375,2845,333
2021,18097320205,1400000US18097320205,0.004140786749482402,0.1701359036608395,0.001031210611983706,9.060004660193733e-49,0.0021198593129551396,0.0010351966873706005,0.042533975915209875,0.0002578026529959265,2.2650011650484333e-49,0.0005299648282387849,0.0013802622498274672,0.06449891167965338,0.0002601975547062205,7.648996717089782e-49,0.0006782730041487292,1184,157,30,35,96,66,116,66,289,135,73,69,206,117,83,73,30,35,187,102,74,65,1805,266,41344,7054,1572,175
2021,18097320206,1400000US18097320206,0.004830917874396136,0.15132238604796422,0.001454822031179981,4.378544717196704e-50,0.0023480775328626902,0.0008051529790660227,0.025220397674660704,0.00024247033852999684,7.297574528661172e-51,0.00039134625547711504,0.0010351966873706005,0.03584393841181222,0.0002532176912989535,4.1533599533886567e-50,0.0005324554816004339,1103,336,0,12,99,89,101,88,87,70,287,305,97,82,105,90,34,35,262,152,31,49,3196,676,36889,2630,1746,320
2021,18097320301,1400000US18097320301,0.0013802622498274672,0.06977828376276546,0.0005120025560272062,1.9287279761909329e-44,0.000640654030416192,0.0006901311249137336,0.03488914188138273,0.0002560012780136031,9.643639880954664e-45,0.000320327015208096,0.0006901311249137336,0.04729720876859596,0.0002599767030977138,1.92872775106162e-44,0.000337234983817229,284,79,19,23,42,32,66,49,26,22,13,14,29,38,16,17,9,13,64,47,0,12,3668,551,78804,21866,1942,211
2021,18097320305,1400000US18097320305,0.008971704623878538,0.08185093310635476,0.0031967811882073725,5.1065598875016204e-43,0.004073029042601126,0.0006901311249137337,0.006296225623565751,0.000245906245246721,3.928122990385862e-44,0.0003133099263539328,0.0006901311249137336,0.024085028347308666,0.000251164418840691,4.737511825693422e-43,0.0003441739253427648,42,37,0,12,0,12,9,13,0,12,0,12,0,12,0,12,17,28,16,25,0,12,2813,337,115000,29170,1056,121
2021,18097320306,1400000US18097320306,0.00966183574879227,0.18571864518946207,0.0034567733699915025,3.3139935308490816e-40,0.004499025498564584,0.0006901311249137336,0.013265617513533005,0.0002469123835708216,2.367138236320773e-41,0.00032135896418318457,0.0006901311249137336,0.02528138268259233,0.00025636586601021573,3.074889268719938e-40,0.00034390528484516843,1271,209,16,24,177,109,166,85,170,113,266,188,52,62,23,25,40,43,272,153,89,100,3976,439,71544,30299,2346,251
2021,18097320400,1400000US18097320400,0.004140786749482402,0.021378818620342837,0.0014754759541027855,8.8554602766019e-37,0.002051623135342953,0.0006901311249137336,0.003563136436723806,0.0002459126590171309,1.4759100461003166e-37,0.00034193718922382547,0.0006901311249137336,0.0038270474703966622,0.000248846237366764,8.207708957048772e-37,0.0003438747477445505,767,196,78,65,38,38,110,75,92,62,102,82,45,36,55,55,0,12,224,175,23,36,3345,486,65884,13632,1541,195
2021,18097320500,1400000US18097320500,0.008281573498964804,0.36072918058780495,0.003105682975906324,3.279969376990792e-32,0.0037744992872624224,0.0006901311249137336,0.030060765048983747,0.0002588069146588603,2.7333078141589933e-33,0.00031454160727186853,0.0006901311249137336,0.04859337840983021,0.0002652463360624481,3.036256407143032e-32,0.00033969850142338246,670,150,0,12,0,12,70,42,105,60,36,30,183,134,36,29,82,55,140,74,18,20,3105,466,75885,19771,1514,207
2021,18097320600,1400000US18097320600,0.00759144237405107,0.24663754632537932,0.002840851342301295,7.103145036252299e-31,0.0034046877685004052,0.0006901311249137336,0.022421595120489028,0.0002582592129364814,6.457404578411181e-32,0.0003095170698636732,0.0006901311249137336,0.027220277133980966,0.00026812305597527,6.715825167306367e-31,0.0003382582384635662,333,108,16,23,43,49,22,29,63,38,79,59,20,21,0,12,29,44,40,40,21,24,2341,544,65861,10935,1148,85
2021,18097320700,1400000US18097320700,0.0031055900621118015,0.016449514776119507,0.0008701571919017477,5.92360317619257e-36,0.0015885800332641027,0.0006211180124223603,0.0032899029552239016,0.00017403143838034955,1.184720635238514e-36,0.00031771600665282055,0.0006901311249137336,0.013511514374476058,0.00025933659495618706,5.92360317619257e-36,0.0003451222428943266,437,90,45,50,30,32,61,56,91,51,57,48,49,30,33,54,24,29,47,34,0,12,2040,293,107917,17149,1199,130
2021,18097320800,1400000US18097320800,0.00759144237405107,0.09822874285361716,0.0023670547500859607,1.9737996075918875e-56,0.003854959422037894,0.0006901311249137336,0.008929885713965196,0.00021518679546236007,1.7943632796289887e-57,0.00035045085654889944,0.0006901311249137336,0.027383221452048273,0.00024564154634944664,1.5962174513273412e-56,0.00037734720925329155,47,26,9,12,0,12,0,12,5,7,8,11,0,12,0,12,0,12,10,10,15,16,2927,176,161266,4707,1233,88
2021,18097320901,1400000US18097320901,0.011042097998619738,0.15083605443197826,0.0037515027693156675,7.905471050147717e-35,0.005479808570804526,0.0006901311249137336,0.009427253401998641,0.00023446892308222922,4.940919406342323e-36,0.0003424880356752829,0.0006901311249137336,0.01159286885150222,0.0002429260256003034,3.903574306424377e-35,0.00034495093933938667,766,212,72,56,68,78,143,130,13,21,85,83,210,196,62,59,16,28,97,141,0,17,6544,1024,79289,10835,2630,265
2021,18097320902,1400000US18097320902,0.008281573498964804,0.09166201536869845,0.0027368422279074657,2.852493523586798e-45,0.004121874440367613,0.0006901311249137336,0.00763850128072487,0.00022807018565895547,2.3770779363223317e-46,0.0003434895366973011,0.0006901311249137336,0.00872204724765845,0.00023175689673275333,2.6872464536015418e-45,0.0003450108195117718,1071,175,82,74,45,43,71,77,96,55,59,50,174,110,36,34,180,119,295,142,33,41,4077,608,44109,4408,1961,133
2021,18097320903,1400000US18097320903,0.002070393374741201,0.06306909911088146,0.0007221690896998837,1.533405397435787e-36,0.0010349377733559892,0.0006901311249137336,0.021023033036960487,0.00024072302989996126,5.111351324785957e-37,0.00034497925778532974,0.0006901311249137336,0.027248506522418066,0.00024575955307964964,1.4284584107407029e-36,0.0003450476320996054,1329,318,32,55,140,108,58,68,156,119,52,64,150,153,107,92,78,108,516,336,40,55,5750,1077,38618,12740,2317,316
2021,18097321001,1400000US18097321001,0.006901311249137336,0.22018470357831915,0.0024963617513231603,2.5299989563962365e-26,0.0034504603293834027,0.0006901311249137336,0.022018470357831915,0.000249636175132316,2.5299989563962364e-27,0.00034504603293834026,0.0006901311249137336,0.030705236825511174,0.00026598144109807364,2.3431301749874756e-26,0.00034504770284491835,306,180,0,12,126,153,0,12,9,18,0,12,0,12,13,23,38,53,94,75,26,28,2958,530,66146,19873,1117,188
2021,18097321002,1400000US18097321002,0.004140786749482402,0.15343804173327968,0.0016018649562596216,4.057565182108759e-16,0.0019725614711170207,0.0006901311249137336,0.025573006955546613,0.0002669774927099369,6.762608636847932e-17,0.00032876024518617013,0.0006901311249137336,0.040542642694794094,0.00027823424890890226,3.6973628900500624e-16,0.0003449551838046642,441,157,18,29,20,28,16,23,98,119,16,13,30,46,13,21,84,82,83,75,63,47,5281,1356,77583,16728,2025,280
2021,18097321100,1400000US18097321100,0.00966183574879227,0.2632735894656022,0.003556009779755721,8.761965239930325e-22,0.004659509462780244,0.0006901311249137336,0.018805256390400156,0.00025400069855398006,6.258546599950232e-23,0.00033282210448430313,0.0006901311249137336,0.03256146800442999,0.00027830229709550485,8.115924482113752e-22,0.00034504629156983783,328,87,0,12,43,47,36,42,27,20,78,41,39,52,2,3,3,4,52,47,48,46,3719,605,78508,8095,1673,175
2021,18097321200,1400000US18097321200,0.011042097998619738,0.1583911678462263,0.003317867229808422,4.8350409891005016e-30,0.005313660228764734,0.0006901311249137336,0.009899447990389144,0.00020736670186302636,3.0219006181878135e-31,0.0003321037642977959,0.0010351966873706005,0.017385729936944837,0.0002573752618913456,4.132076941911229e-30,0.00046805099169517413,355,142,25,40,0,17,157,130,85,60,36,40,3,6,15,25,16,27,18,29,0,17,5015,928,123229,40646,2159,228
2021,18097321300,1400000US18097321300,0.0027605244996549345,0.05576602529972583,0.0010049753282022295,2.6911459096574836e-34,0.0012556061906923194,0.0006901311249137336,0.013941506324931458,0.00025124383205055737,6.727864774143709e-35,0.00031390154767307985,0.0006901311249137336,0.014664750403370565,0.00025433907549386763,2.5408575704009674e-34,0.00033298417633648733,586,107,14,16,142,77,131,68,27,26,28,26,48,28,17,19,32,32,116,77,31,49,2749,345,100809,15500,1397,128
2021,18097321400,1400000US18097321400,0.009661835748792272,0.3987090236133474,0.0031619196234859044,1.5557847417961395e-29,0.005223353722940112,0.0008051529790660227,0.03322575196777895,0.0002634933019571587,1.2964872848301162e-30,0.000435279476911676,0.0010351966873706005,0.05514402586336071,0.0002773500911506333,1.2372393992958882e-29,0.0005530658487103198,1132,268,13,22,192,117,144,142,102,88,203,189,16,26,80,79,72,63,169,116,141,125,5000,597,71875,14427,2604,280
2021,18097321600,1400000US18097321600,0.005521048999309869,0.055027534969303814,0.002265049092999138,3.064525810546985e-23,0.002531808938546668,0.0006901311249137336,0.006878441871162977,0.0002831311366248922,3.8306572631837316e-24,0.0003164761173183335,0.0006901311249137336,0.036604702563490514,0.000284970461384988,2.9428780294104345e-23,0.00033578051074453644,1074,286,8,14,16,26,40,42,188,123,162,129,40,47,285,226,93,91,214,102,28,50,5719,997,52201,11018,2623,355
2021,18097321700,1400000US18097321700,0.00966183574879227,0.4341722821709615,0.003404961807300137,5.217880735388098e-19,0.004756456899089317,0.0008051529790660225,0.03618102351424679,0.0002837468172750114,4.348233946156748e-20,0.00039637140825744306,0.0013802622498274672,0.06625282621440566,0.0002885344479368806,5.015163118473882e-19,0.0005988890309744825,781,213,20,32,10,18,52,50,122,77,0,12,84,63,84,100,180,126,211,146,18,30,4119,527,65665,5642,2147,212
2021,18097321800,1400000US18097321800,0.005866114561766736,0.10819502719669309,0.001724559977313041,3.449248843594228e-16,0.0030555660932226297,0.000733264320220842,0.013524378399586636,0.0002155699971641301,4.311561054492785e-17,0.0003819457616528287,0.0010351966873706005,0.024225103287401618,0.00028467775681676464,3.3202558326305717e-16,0.0004680718085512776,304,68,23,19,62,53,21,19,45,39,36,40,32,38,0,12,5,10,80,61,0,12,3340,531,134355,22314,1531,123
2021,18097321900,1400000US18097321900,0.010351966873706004,0.2056307267245119,0.0035442433679626615,1.8249960414478975e-21,0.004991290402052562,0.0007394262052647146,0.01468790905175085,0.0002531602405687615,1.3035686010342124e-22,0.0003565207430037544,0.0013802622498274672,0.027403232157775837,0.0002590995134428043,9.78911141795949e-22,0.0006002588031368435,212,72,9,14,16,18,8,12,14,26,39,37,0,17,0,17,0,17,116,59,10,15,5081,665,118333,28300,1265,136
2021,18097322000,1400000US18097322000,0.00966183574879227,0.3732979286775568,0.0038444929739238896,4.6853920993340304e-11,0.004704996527212863,0.0006901311249137336,0.026664137762682626,0.0002746066409945635,3.3467086423814505e-12,0.0003360711805152045,0.0006901311249137336,0.0420353460529955,0.00029271206132898766,4.2292229288451836e-11,0.0003445680460414036,658,276,18,21,46,41,122,87,210,254,0,12,51,32,0,12,55,39,124,65,32,28,3219,571,53764,2943,1904,276
2021,18097322100,1400000US18097322100,0.006211180124223602,0.3180025122964596,0.0023435815670583755,6.759524054549457e-08,0.002592003518898073,0.0007763975155279503,0.03975031403705745,0.00029294769588229693,8.44940506818682e-09,0.0003240004398622591,0.0013802622498274672,0.06922941869138084,0.00030525491048902155,4.586858237185803e-08,0.0006022985309400743,234,96,0,12,56,56,51,48,8,12,21,33,19,29,0,12,23,22,45,43,11,12,3254,587,73600,27252,1087,79
