year,tract_geoid,census_full_code,degree_sum,betweenness_sum,closeness_sum,eigen_or_katz_sum,pagerank_sum,degree_mean,betweenness_mean,closeness_mean,eigen_or_katz_mean,pagerank_mean,B25070_001E,B25070_001M,B25070_002E,B25070_002M,B25070_003E,B25070_003M,B25070_004E,B25070_004M,B25070_005E,B25070_005M,B25070_006E,B25070_006M,B25070_007E,B25070_007M,B25070_008E,B25070_008M,B25070_009E,B25070_009M,B25070_010E,B25070_010M,B25070_011E,B25070_011M,B25001_001E,B25001_001M
2020,18097322400,1400000US18097322400,0.009598902982516285,0.21713492808769663,0.30397214483358387,2.2555746730886314e-06,0.00458923905070463,0.0006856359273225917,0.01550963772054976,0.021712296059541704,1.6111247664918797e-07,0.000327802789336045,717,210,19,28,161,89,60,38,75,58,48,31,22,21,36,27,122,168,139,71,35,29,1768,264
2020,18097322500,1400000US18097322500,0.005485087418580734,0.11713235148714465,0.17765981825973992,6.555250224802677e-07,0.002692819356096556,0.0006856359273225917,0.014641543935893082,0.02220747728246749,8.194062781003347e-08,0.0003366024195120695,606,90,5,8,32,22,56,39,50,27,38,28,23,17,47,44,48,33,247,75,60,47,942,97
2020,18097322601,1400000US18097322601,0.014741172437435723,0.5000045090908519,0.44945870117077447,1.3786086493079697e-06,0.0071594980758141104,0.0007019605922588439,0.023809738528135806,0.021402795293846404,6.564803091942713e-08,0.0003409284798006719,918,119,0,12,22,24,36,53,65,52,155,85,52,49,56,66,30,38,253,109,249,101,1345,104
2020,18097322602,1400000US18097322602,0.004799451491258142,0.0773307698462474,0.1431169108096483,3.971419139907902e-07,0.002375284268874146,0.0006856359273225917,0.0110472528351782,0.0204452729728069,5.6734559141541455e-08,0.000339326324124878,555,106,34,45,65,45,104,68,95,63,73,42,48,62,33,52,45,41,58,63,0,12,850,158
2020,18097322700,1400000US18097322700,0.01165581076448406,0.317127327180563,0.33034441678506166,5.620519410755195e-07,0.00582251029851241,0.0006856359273225917,0.018654548657680178,0.019432024516768332,3.3061878886795264e-08,0.00034250060579484764,126,93,58,97,0,12,0,12,0,12,34,23,12,19,0,12,7,10,15,18,0,12,1003,119
2020,18097330105,1400000US18097330105,0.014055536510113131,0.21560934352199412,0.303536688103127,1.470477993005818e-05,0.006329905282650414,0.0007808631394507295,0.011978296862333006,0.016863149339062612,8.169322183365655e-07,0.00035166140459168965,1946,487,123,102,121,91,294,174,575,399,138,77,175,131,65,84,36,54,253,219,166,157,2821,474
2020,18097330106,1400000US18097330106,0.014055536510113131,0.18935568376112602,0.2793818808677608,1.4612283364591643e-05,0.006006929610541177,0.0008267962653007724,0.011138569633007413,0.016434228286338868,8.595460802700966e-07,0.00035334880062006923,2134,285,0,12,115,147,385,221,240,129,331,180,191,181,341,167,211,170,320,155,0,12,2647,263
2020,18097330211,1400000US18097330211,0.002742543709290367,0.001766523567206664,0.048561435661679836,1.2757127174569975e-07,0.0013715499476546417,0.0006856359273225917,0.000441630891801666,0.012140358915419959,3.189281793642494e-08,0.00034288748691366043,1265,212,0,12,32,52,134,115,117,95,190,93,118,95,83,97,68,84,368,198,155,87,2113,103
2020,18097330401,1400000US18097330401,0.0034281796366129585,0.08929398069327127,0.08809810503206011,1.5675499991622183e-06,0.0015870355220691387,0.0006856359273225917,0.017858796138654254,0.017619621006412022,3.1350999983244365e-07,0.00031740710441382775,490,152,0,17,54,86,26,31,0,17,89,120,66,103,0,17,86,97,125,125,44,69,2237,210
2020,18097330500,1400000US18097330500,0.00582790538224203,0.16695639465527165,0.1495198325044853,2.475652424268272e-06,0.002646056786476897,0.0007284881727802538,0.020869549331908956,0.018689979063060663,3.09456553033534e-07,0.0003307570983096121,856,196,0,17,0,17,176,132,101,101,60,71,80,74,54,63,124,108,162,140,99,110,2861,352
2020,18097330600,1400000US18097330600,0.0010284538909838877,0.012831419717519329,0.017776077495068432,8.496860900945383e-07,0.00043256673369429684,0.0010284538909838877,0.012831419717519329,0.017776077495068432,8.496860900945383e-07,0.00043256673369429684,1510,698,0,17,133,132,42,49,114,76,68,68,38,50,337,121,85,96,647,635,46,65,2654,689
2020,18097330803,1400000US18097330803,0.012684264655467948,0.09546796965359819,0.2598306318696329,1.1165885767765667e-06,0.006170791893133393,0.0007046813697482193,0.005303776091866566,0.014435035103868494,6.203269870980926e-08,0.00034282177184074403,966,368,20,30,197,227,117,191,117,83,65,52,25,30,55,48,44,42,247,155,79,60,2074,355
2020,18097330804,1400000US18097330804,0.0034281796366129585,0.011976291480856039,0.06299232246734499,1.617630170426367e-07,0.0017136451310670953,0.0006856359273225917,0.0023952582961712077,0.012598464493468997,3.235260340852734e-08,0.0003427290262134191,897,151,76,49,17,27,71,72,97,62,103,83,44,46,47,42,115,113,174,97,153,112,1466,167
2020,18097330805,1400000US18097330805,0.009256085018854988,0.14243849793804356,0.18952667030828468,9.631007447476898e-07,0.004450883803448066,0.0007120065399119221,0.010956807533695658,0.014578974639098822,7.408467267289922e-08,0.00034237567718831276,769,178,0,12,28,27,48,48,63,63,111,76,79,79,49,56,76,60,242,127,73,50,1363,117
2020,18097330806,1400000US18097330806,0.006856359273225917,0.05599279081771505,0.14164792836528628,5.507211141704387e-07,0.003362860956370757,0.0006856359273225917,0.005599279081771505,0.014164792836528628,5.507211141704387e-08,0.0003362860956370757,1052,197,0,12,11,16,42,46,141,97,105,96,92,86,89,118,34,50,365,137,173,92,1865,316
2020,18097330900,1400000US18097330900,0.009598902982516285,0.18664518791676799,0.22907996270714193,2.280675230227265e-06,0.004496408211994824,0.0007383771525012526,0.014357322147443691,0.01762153559285707,1.7543655617132807e-07,0.0003458775547688326,1906,360,51,62,0,17,323,246,244,207,147,101,338,196,137,120,36,39,473,189,157,116,2828,339
2020,18097331000,1400000US18097331000,0.017826534110387385,0.454808461457342,0.46651722608338597,1.8257291598643776e-06,0.008653651876733668,0.0007130613644154954,0.01819233845829368,0.01866068904333544,7.302916639457511e-08,0.0003461460750693467,790,269,22,27,37,44,89,81,55,60,53,56,39,40,44,50,71,63,353,242,27,45,1832,244
2020,18097340101,1400000US18097340101,0.008913267055193692,0.02546375899620742,0.1847082421164527,1.1975502526616451e-06,0.004204871682272874,0.0007427722545994744,0.0021219799163506186,0.015392353509704393,9.979585438847042e-08,0.0003504059735227395,315,119,0,17,39,51,42,47,60,76,44,37,20,24,0,17,46,51,53,55,11,17,1968,371
2020,18097340102,1400000US18097340102,0.008227631127871102,0.05594690623203423,0.19632289426071622,7.042067891632223e-07,0.004031742399055177,0.0006856359273225918,0.0046622421860028525,0.016360241188393018,5.8683899096935194e-08,0.0003359785332545981,1380,219,118,108,35,42,100,58,161,109,239,137,143,95,83,68,102,60,383,145,16,19,2219,183
2020,18097340108,1400000US18097340108,0.007541995200548509,0.07084257885691857,0.18344464531181703,1.3601497449522985e-06,0.003683164219046729,0.0006856359273225917,0.006440234441538051,0.01667678593743791,1.2364997681384531e-07,0.00033483311082242994,828,104,36,40,46,40,119,59,182,65,102,47,41,36,27,31,87,50,150,69,38,31,1319,103
2020,18097340115,1400000US18097340115,0.008913267055193692,0.09381836621900634,0.236070971501542,9.613585988019373e-07,0.004330662752761173,0.0006856359273225917,0.0072167974014620264,0.018159305500118614,7.395066144630286e-08,0.00033312790405855177,2079,302,50,45,121,93,236,106,259,132,424,152,319,160,49,46,304,251,303,156,14,17,3060,288
2020,18097340201,1400000US18097340201,0.016455262255742203,0.1748657154385094,0.39443409715005484,2.526941862207738e-06,0.007913098289076782,0.0007154461850322697,0.00760285719297867,0.017149308571741514,1.0986703748729296e-07,0.00034404775169899054,328,95,11,19,0,12,60,65,95,83,0,12,0,12,0,12,21,31,133,81,8,12,1096,154
2020,18097340202,1400000US18097340202,0.021254713747000345,0.23837260071242844,0.4920227464141803,1.2482454365150813e-05,0.009779033905429925,0.0007590969195357267,0.008513307168301015,0.01757224094336358,4.4580194161252905e-07,0.0003492512109082116,1072,155,8,14,109,67,80,49,122,67,246,137,60,44,49,40,125,84,182,90,91,74,1822,167
2020,18097340301,1400000US18097340301,0.009598902982516285,0.12442231702056192,0.2540353962890007,2.7212414945453163e-06,0.004684199467842758,0.0006856359273225917,0.008887308358611566,0.018145385449214336,1.943743924675226e-07,0.0003345856762744827,663,299,0,12,0,12,60,66,29,34,108,83,70,89,39,38,91,66,252,305,14,23,1152,300
2020,18097340302,1400000US18097340302,0.008913267055193692,0.08820363863183085,0.22632801701728303,9.412399392134594e-07,0.004383067607550832,0.0006856359273225917,0.006784895279371604,0.017409847462867924,7.240307224718919e-08,0.00033715904673467935,1068,209,25,43,42,60,99,113,230,153,89,87,0,17,86,97,0,17,472,180,25,42,1714,265
2020,18097340400,1400000US18097340400,0.010284538909838875,0.20354984243841828,0.27553173199042647,5.095000019032515e-06,0.004923643136079202,0.0007346099221313483,0.01453927445988702,0.019680837999316175,3.6392857278803674e-07,0.0003516887954342287,592,126,52,64,36,37,76,65,38,40,50,55,12,18,24,38,174,104,70,55,60,42,1413,155
2020,18097340500,1400000US18097340500,0.006856359273225917,0.14710269940208795,0.20975509868912362,2.6685740510858986e-06,0.003305308616346776,0.0006856359273225917,0.014710269940208794,0.020975509868912362,2.6685740510858984e-07,0.0003305308616346776,1603,400,0,17,76,66,215,124,261,149,163,112,115,98,13,22,143,86,608,331,9,17,2203,374
2020,18097340600,1400000US18097340600,0.02056907781967775,0.48032551403089635,0.6433027274240812,9.636206562902686e-06,0.009860334019943493,0.0007092785455061293,0.016562948759686082,0.022182852669795906,3.3228298492767883e-07,0.000340011517929086,835,188,17,19,62,58,133,69,103,60,45,39,126,121,31,35,73,42,176,87,69,58,1896,166
2020,18097340700,1400000US18097340700,0.013369900582790539,0.22950160319787036,0.3676159887636726,1.2247456653287656e-05,0.006291553785783881,0.0007427722545994744,0.012750089066548353,0.020423110486870698,6.804142585159808e-07,0.0003495307658768823,863,216,48,52,63,59,59,44,141,108,117,124,79,54,25,44,97,100,234,138,0,12,1500,202
2020,18097340800,1400000US18097340800,0.0006856359273225917,0.003983710861426848,0.018438117903080326,4.436326121944697e-08,0.0003408659573942492,0.0006856359273225917,0.003983710861426848,0.018438117903080326,4.436326121944697e-08,0.0003408659573942492,122,47,4,7,0,12,26,29,27,19,0,12,4,7,20,21,0,12,17,15,24,25,788,96
2020,18097340901,1400000US18097340901,0.002742543709290367,0.030093538769635064,0.07221991817132595,1.3873480209992106e-07,0.0013682212273351474,0.0006856359273225917,0.007523384692408766,0.018054979542831487,3.4683700524980266e-08,0.00034205530683378686,215,89,0,12,0,12,61,52,0,12,77,54,5,9,9,15,16,21,27,26,20,31,1291,120
2020,18097340903,1400000US18097340903,0.0013712718546451835,0.019032528514468225,0.03809954890616979,9.640396349038919e-08,0.0006771002947377602,0.0006856359273225917,0.009516264257234112,0.019049774453084894,4.8201981745194594e-08,0.0003385501473688801,821,255,24,40,0,12,238,205,116,87,89,102,8,18,73,87,0,12,141,157,132,139,1042,252
2020,18097340904,1400000US18097340904,0.013027082619129243,0.23885610761782122,0.35454765528236754,2.5688109837882196e-06,0.006315982186111101,0.0006856359273225917,0.012571374085148485,0.018660402909598292,1.3520057809411682e-07,0.000332420115058479,1507,372,25,29,254,134,117,113,178,133,431,335,180,119,112,115,36,55,100,67,74,85,2388,382
2020,18097341000,1400000US18097341000,0.015426808364758314,0.375465399946392,0.4416406480533823,2.093875744994408e-06,0.0075360496233205275,0.0007012185620344689,0.017066609088472365,0.020074574911517377,9.517617022701854e-08,0.0003425477101509331,196,62,15,21,16,15,0,12,0,12,22,24,7,11,40,33,49,36,29,28,18,16,769,88
2020,18097341100,1400000US18097341100,0.006170723345903326,0.1866105556743716,0.17830982892873937,1.0112917146812734e-05,0.0027746795120201285,0.0007713404182379158,0.02332631945929645,0.02228872861609242,1.2641146433515917e-06,0.00034683493900251606,338,96,6,9,31,34,69,48,16,17,102,68,0,12,17,27,12,19,64,35,21,25,934,96
2020,18097341200,1400000US18097341200,0.0061707233459033254,0.24129850460481794,0.2176332854432017,2.756202040142266e-06,0.002983345774913973,0.0006856359273225917,0.026810944956090883,0.024181476160355746,3.0624467112691844e-07,0.00033148286387933034,502,144,5,7,13,21,63,101,77,44,6,10,32,45,26,24,93,58,167,69,20,24,1137,164
2020,18097341600,1400000US18097341600,0.006856359273225917,0.18579710369870026,0.23530995653746065,6.249941161513156e-07,0.0033895829814288786,0.0006856359273225917,0.018579710369870026,0.023530995653746063,6.249941161513157e-08,0.00033895829814288786,522,113,20,32,42,40,7,10,37,43,29,31,75,64,63,58,38,40,135,81,76,44,1038,172
2020,18097341701,1400000US18097341701,0.008227631127871102,0.18081453580499668,0.25346921943350653,3.923238799243589e-07,0.0041123197323550235,0.0006856359273225918,0.015067877983749723,0.021122434952792212,3.269365666036324e-08,0.0003426933110295853,573,113,0,12,13,20,32,24,52,55,55,63,32,50,4,7,124,86,217,78,44,38,1198,139
2020,18097341702,1400000US18097341702,0.014741172437435723,0.20722604167963138,0.3978589390594174,8.958246749536644e-07,0.007285903484088635,0.0007019605922588439,0.009867906746649113,0.01894566376473416,4.26583178549364e-08,0.0003469477849566017,436,130,5,15,75,43,0,12,126,111,12,19,28,42,57,42,15,19,94,75,24,24,916,229
2020,18097341902,1400000US18097341902,0.002742543709290367,0.043356923773362026,0.07017955265766207,1.74488524353424e-07,0.0013580387675556642,0.0006856359273225917,0.010839230943340506,0.017544888164415517,4.3622131088356e-08,0.00033950969188891605,268,95,0,12,41,47,17,20,27,45,27,30,17,19,0,12,17,19,103,70,19,23,1670,211
2020,18097341903,1400000US18097341903,0.0034281796366129585,0.005659236602331641,0.08407342378125378,1.5939573855634305e-07,0.0017145012515859138,0.0006856359273225917,0.0011318473204663282,0.016814684756250756,3.187914771126861e-08,0.00034290025031718277,1526,216,40,47,81,82,335,179,95,75,99,101,295,149,14,22,148,123,256,118,163,129,2434,229
2020,18097341904,1400000US18097341904,0.0034281796366129585,0.04456777661263053,0.0907763666129394,2.7891698200137873e-07,0.001680549015103977,0.0006856359273225917,0.008913555322526107,0.01815527332258788,5.578339640027575e-08,0.0003361098030207954,584,60,16,19,44,28,28,18,97,49,84,41,40,39,52,36,74,36,140,52,9,16,901,61
2020,18097342000,1400000US18097342000,0.010284538909838875,0.07455154838822517,0.21225736935157768,1.5321709003620687e-06,0.005083556463328198,0.0006856359273225917,0.004970103225881678,0.014150491290105179,1.0214472669080458e-07,0.0003389037642218799,406,213,0,17,15,28,78,82,77,84,86,78,0,17,0,17,137,154,0,17,13,25,2111,220
2020,18097342101,1400000US18097342101,0.006856359273225917,0.09202122931982253,0.15482999184888765,3.192868750032853e-07,0.003428740392711675,0.0006856359273225917,0.009202122931982252,0.015482999184888765,3.192868750032853e-08,0.0003428740392711675,687,275,0,17,10,16,25,41,111,115,168,197,108,131,13,16,35,42,211,118,6,9,2094,280
2020,18097342200,1400000US18097342200,0.005485087418580734,0.0960573073005382,0.13271184952621293,2.550334379002421e-07,0.0027432014174122734,0.0006856359273225917,0.012007163412567275,0.016588981190776616,3.187917973753026e-08,0.00034290017717653417,990,205,24,37,73,50,166,101,104,80,121,85,133,109,9,14,35,55,202,120,123,94,1892,258
2020,18097342300,1400000US18097342300,0.010970174837161468,0.2048248695341717,0.27162140255417205,5.244426642574829e-07,0.005482396102045866,0.0006856359273225917,0.012801554345885731,0.016976337659635753,3.277766651609268e-08,0.00034264975637786664,718,259,58,88,100,140,69,70,50,48,72,80,30,36,80,107,80,70,179,118,0,17,2503,308
2020,18097342400,1400000US18097342400,0.016455262255742203,0.4163663383912292,0.4753411946089129,7.651452190841256e-07,0.008229569463972625,0.0006856359273225918,0.017348597432967884,0.019805883108704705,3.18810507951719e-08,0.00034289872766552604,176,54,19,22,21,17,16,25,27,27,17,16,14,21,23,22,14,21,25,25,0,12,632,76
2020,18097342500,1400000US18097342500,0.017826534110387385,0.4636885708064883,0.5022766357475162,8.292829206947078e-07,0.008915183272328212,0.0006856359273225917,0.017834175800249548,0.01931833214413524,3.1895496949796455e-08,0.00034289166432031583,640,167,0,12,45,52,42,48,40,42,105,73,47,47,78,107,56,47,181,115,46,77,1798,219
2020,18097342600,1400000US18097342600,0.006856359273225917,0.23360045924768372,0.23360278123040318,4.0588085360921273e-07,0.0034155492152940182,0.0006856359273225917,0.023360045924768372,0.02336027812304032,4.058808536092127e-08,0.0003415549215294018,625,224,0,12,0,12,130,90,39,39,190,237,31,32,73,50,9,14,153,82,0,12,1540,253
2020,18097350100,1400000US18097350100,0.007199177236887214,0.12910852193768138,0.20561517089969494,1.5666253555507393e-05,0.003128138906302905,0.0007999085818763571,0.014345391326409043,0.022846130099966104,1.7406948395008215e-06,0.0003475709895892117,152,59,14,23,0,12,18,15,0,12,58,46,16,16,0,12,23,31,18,20,5,8,732,82
2020,18097350300,1400000US18097350300,0.008227631127871102,0.23677983874723996,0.220274510174417,7.80974767673865e-07,0.004086963526427961,0.0006856359273225918,0.019731653228936663,0.018356209181201417,6.508123063948875e-08,0.00034058029386899673,1304,292,32,40,45,43,68,55,165,110,171,104,67,57,244,225,133,85,284,106,95,73,2030,287
2020,18097350400,1400000US18097350400,0.016455262255742203,0.8058649688385807,0.4926014553477271,1.8491205616509828e-05,0.007353174136649954,0.0007835839169401049,0.0383745223256467,0.023457212159415576,8.805336007861823e-07,0.0003501511493642835,441,144,0,12,28,46,44,33,73,55,44,63,87,100,0,12,8,14,132,67,25,27,1269,144
2020,18097350500,1400000US18097350500,0.011998628728145356,0.3078983181063088,0.3738652429234892,9.379734040223249e-07,0.005879061776558352,0.0007058016898909032,0.01811166577095934,0.021992073113146424,5.5174906118960284e-08,0.00034582716332696187,509,107,6,8,76,59,31,36,24,29,51,54,14,16,9,14,40,39,160,78,98,66,1235,119
2020,18097350600,1400000US18097350600,0.018512170037709975,0.28932928084001663,0.5162852800707751,1.0102128480615684e-06,0.009228871196269722,0.0006856359273225916,0.010715899290370987,0.01912167703965834,3.741529066894698e-08,0.000341810044306286,1059,268,113,116,6,11,52,55,31,48,15,24,95,93,158,221,115,128,370,134,104,71,2575,391
2020,18097350700,1400000US18097350700,0.014055536510113131,0.2597435290434903,0.41867646524581936,1.5189761197673367e-06,0.006897093985168565,0.0007027768255056566,0.012987176452174514,0.020933823262290967,7.594880598836683e-08,0.00034485469925842825,443,185,0,12,61,55,38,45,0,12,18,20,9,11,0,12,6,13,261,182,50,45,893,193
2020,18097350800,1400000US18097350800,0.017140898183064794,0.41012671973302567,0.6101269187585918,2.891004480552519e-06,0.008382226479759508,0.0006856359273225917,0.016405068789321027,0.024405076750343674,1.1564017922210076e-07,0.0003352890591903803,486,102,0,12,11,19,40,37,78,55,15,24,9,13,16,17,73,44,144,71,100,60,1061,101
2020,18097350900,1400000US18097350900,0.008570449091532397,0.35727496667244973,0.27106893873159604,4.112539954578325e-06,0.003943218658861948,0.0007791317355938542,0.03247954242476816,0.02464263079378146,3.7386726859802955e-07,0.00035847442353290434,255,72,0,12,7,12,18,17,24,23,23,24,5,9,0,12,54,40,80,51,44,36,837,99
2020,18097351000,1400000US18097351000,0.008913267055193692,0.5164741347611206,0.2999844852232337,2.410482637901804e-06,0.00430894275793354,0.0006856359273225917,0.039728779597009274,0.023075729632556437,1.8542174137706184e-07,0.00033145713522565696,419,135,12,18,14,21,44,41,53,50,115,79,34,53,72,70,13,20,54,46,8,13,1536,270
2020,18097351200,1400000US18097351200,0.019540623928693865,0.5160034356265842,0.5878387619844397,2.803690739142986e-05,0.008850991011823794,0.0007816249571477546,0.02064013742506337,0.02351355047937759,1.1214762956571945e-06,0.0003540396404729518,684,199,8,12,123,167,10,19,60,52,11,13,69,65,34,38,101,73,215,93,53,51,1459,199
2020,18097351500,1400000US18097351500,0.010627356873500172,0.3813071332059983,0.3245405701471964,2.203715127801562e-06,0.005184463352419807,0.0007084904582333448,0.025420475547066553,0.021636038009813095,1.4691434185343748e-07,0.00034563089016132045,633,121,40,60,74,50,53,40,81,49,38,26,61,59,10,14,81,51,180,68,15,14,1138,200
2020,18097351600,1400000US18097351600,0.006856359273225917,0.12717813625135077,0.2284554933389764,2.4265477920196437e-06,0.003348868293017432,0.0006856359273225917,0.012717813625135077,0.022845549333897642,2.4265477920196436e-07,0.0003348868293017432,426,99,6,12,76,45,102,55,51,37,61,58,10,16,16,21,0,12,61,42,43,36,1273,139
2020,18097351700,1400000US18097351700,0.017140898183064794,0.5097518023750355,0.5674982260492929,1.2604920649683424e-05,0.00815364632253527,0.0007452564427419476,0.022163121842392847,0.024673835915186647,5.480400282471054e-07,0.00035450636184935954,311,108,0,12,0,12,50,31,49,41,53,47,18,31,16,17,30,42,44,33,51,54,1613,149
2020,18097351900,1400000US18097351900,0.009598902982516285,0.1481383997837955,0.29152903040429284,5.128778227716767e-07,0.004786879226972117,0.0006856359273225917,0.010581314270271107,0.020823502171735203,3.66341301979769e-08,0.00034191994478372265,513,112,27,37,23,29,10,12,19,22,78,45,38,32,62,73,14,18,112,59,130,59,1188,161
2020,18097352100,1400000US18097352100,0.011998628728145356,0.1358786906074355,0.33531541983186264,1.8790140024667184e-06,0.00581364054012596,0.0007058016898909032,0.007992864153378559,0.0197244364606978,1.1053023543921873e-07,0.00034197885530152703,398,90,0,12,20,18,30,32,81,39,23,27,18,19,16,25,20,16,128,68,62,48,1130,88
2020,18097352300,1400000US18097352300,0.008227631127871102,0.12864813084003085,0.2281647470373681,3.830053708305864e-07,0.0041144968627970695,0.0006856359273225918,0.01072067757000257,0.019013728919780676,3.19171142358822e-08,0.00034287473856642244,265,77,0,12,0,12,11,17,20,19,44,40,37,33,19,29,8,15,55,31,71,55,715,80
2020,18097352400,1400000US18097352400,0.010970174837161468,0.2716117641870222,0.3521159164804509,5.695149388230115e-07,0.005472246237720356,0.0006856359273225917,0.016975735261688888,0.02200724478002818,3.559468367643822e-08,0.0003420153898575222,827,171,12,18,49,37,31,42,121,107,73,57,46,43,61,55,90,67,209,115,135,99,1450,131
2020,18097352500,1400000US18097352500,0.006856359273225917,0.15635159543020571,0.23849563106462077,5.639836199531366e-07,0.003394191783648057,0.0006856359273225917,0.015635159543020572,0.023849563106462076,5.639836199531366e-08,0.0003394191783648057,748,296,21,23,36,40,93,71,101,56,4,11,55,71,9,13,39,42,335,267,55,52,1801,297
2020,18097352600,1400000US18097352600,0.018512170037709975,0.5024765784587838,0.643438371858387,3.1612652391430333e-06,0.008846324747266982,0.0007120065399119221,0.019326022248414763,0.02474762968686104,1.2158712458242437e-07,0.00034024325951026853,763,147,0,12,13,17,45,44,78,60,68,55,25,30,84,94,61,48,263,94,126,77,1893,186
2020,18097352700,1400000US18097352700,0.017826534110387385,0.7234624817319235,0.6348895379044465,0.0003073491355169096,0.008238074904156567,0.0007427722545994744,0.03014427007216348,0.026453730746018603,1.2806213979871234e-05,0.0003432531210065236,445,158,0,12,46,33,10,15,18,23,101,82,3,6,0,12,73,68,93,65,101,111,1263,94
2020,18097352800,1400000US18097352800,0.009598902982516285,0.17423345255452982,0.326083183891813,7.93064832646144e-07,0.004785699779086979,0.0006856359273225917,0.012445246611037844,0.02329165599227236,5.6647488046153145e-08,0.0003418356985062128,412,113,3,9,24,30,80,73,60,63,18,19,62,48,14,15,31,29,88,65,32,35,734,102
2020,18097353300,1400000US18097353300,0.018854988001371274,0.6105370709077313,0.6122658718900357,0.0004936038120483701,0.00897357051286635,0.0007251918462065875,0.023482195034912744,0.02354868738038599,1.8984762001860387e-05,0.00034513732741793654,1119,166,21,23,105,69,191,93,181,77,177,100,125,94,18,20,24,24,267,90,10,15,1789,118
2020,18097353500,1400000US18097353500,0.01576962632841961,0.54517854566412,0.6098681321943966,0.000651535672024609,0.007678445982313231,0.0006856359273225917,0.023703415028874786,0.02651600574758246,2.8327637914113434e-05,0.00033384547749187957,1078,226,48,41,47,52,59,63,138,76,119,106,85,69,39,61,57,46,447,211,39,41,1245,210
2020,18097353600,1400000US18097353600,0.02399725745629071,0.5282187106380706,0.8547053541684464,6.093145411814528e-06,0.011761321493086249,0.0006856359273225917,0.015091963161087732,0.024420152976241324,1.7408986890898652e-07,0.0003360377569453214,905,193,5,8,6,10,187,134,129,122,34,34,39,35,59,48,77,64,313,102,56,47,1643,187
2020,18097354201,1400000US18097354201,0.028453890983887557,0.9141404657126411,0.7206960532539416,1.5180608910002937,0.009739975337517753,0.0011855787909953149,0.03808918607136005,0.030029002218914233,0.06325253712501223,0.00040583230572990636,1651,198,19,29,255,122,217,143,179,98,264,127,118,119,250,128,34,39,246,142,69,69,2527,287
2020,18097354202,1400000US18097354202,0.022625985601645526,0.9292801519370189,0.8225350637916494,0.12396287391618556,0.009423771505938022,0.0008080709143444831,0.03318857685489353,0.029376252278273195,0.0044272454970066275,0.00033656326806921506,1458,256,163,147,98,60,176,119,137,82,264,125,146,94,53,40,113,113,294,191,14,23,2537,284
2020,18097354400,1400000US18097354400,0.007199177236887213,0.20431505079686388,0.2764876672463018,0.0010505488867254126,0.0034158072858575515,0.0007199177236887213,0.02043150507968639,0.02764876672463018,0.00010505488867254126,0.00034158072858575517,268,55,5,8,49,34,48,27,32,21,12,11,15,14,0,12,6,9,101,43,0,12,823,148
2020,18097354500,1400000US18097354500,0.004799451491258142,0.13027931385772007,0.18440111106422813,8.192479693342643e-06,0.0023507205665301402,0.0006856359273225917,0.018611330551102867,0.026343015866318303,1.1703542419060919e-06,0.00033581722379002,621,164,13,22,29,22,86,43,33,22,138,143,48,40,28,24,75,42,105,48,66,39,1231,162
2020,18097354700,1400000US18097354700,0.0013712718546451835,0.017222408228337018,0.05136863540395338,1.0728421695484529e-06,0.000683356957301317,0.0006856359273225917,0.008611204114168509,0.02568431770197669,5.364210847742264e-07,0.0003416784786506585,347,136,9,14,9,15,13,16,0,12,20,20,30,28,10,16,38,38,72,31,146,132,886,152
2020,18097354800,1400000US18097354800,0.005142269454919439,0.1194648710808657,0.1813635423238166,1.3957143438279149e-06,0.002376303962766959,0.0007346099221313484,0.017066410154409385,0.025909077474830945,1.9938776340398784e-07,0.00033947199468099414,283,69,0,12,7,11,34,32,10,15,5,7,13,16,28,25,33,28,97,48,56,35,879,89
2020,18097354900,1400000US18097354900,0.0034281796366129585,0.04680695356282463,0.11981266909297512,1.9941666852904313e-07,0.0017064323220433776,0.0006856359273225917,0.009361390712564926,0.023962533818595026,3.9883333705808624e-08,0.0003412864644086755,1020,261,10,12,65,45,76,63,61,51,125,134,172,166,24,22,28,25,319,140,140,62,1582,256
2020,18097355000,1400000US18097355000,0.008227631127871102,0.22846536464444842,0.2805006098047599,1.487269205435218e-06,0.0038552400719014017,0.0007479664661701001,0.020769578604040766,0.025500055436796353,1.3520629140320163e-07,0.00035047637017285473,436,132,0,12,65,58,17,21,62,48,5,8,10,10,41,35,31,32,132,62,73,76,1173,131
2020,18097355100,1400000US18097355100,0.0061707233459033254,0.25464957340182787,0.21803872645761785,7.897657958931464e-07,0.0029806609600531884,0.0006856359273225917,0.02829439704464754,0.02422652516195754,8.775175509923849e-08,0.00033118455111702094,763,425,4,9,17,19,50,41,36,36,41,32,52,31,35,32,57,35,390,415,81,44,1197,406
2020,18097355300,1400000US18097355300,0.004799451491258142,0.05692753966143486,0.15983425777986318,3.167670407001984e-07,0.0023848424895410955,0.0006856359273225917,0.008132505665919266,0.02283346539712331,4.525243438574263e-08,0.0003406917842201565,766,156,17,27,103,69,30,38,104,69,46,56,64,50,32,37,68,55,255,100,47,60,1282,95
2020,18097355400,1400000US18097355400,0.004799451491258142,0.22771105727387453,0.16397065873836228,2.993581617863615e-07,0.002381163783166059,0.0006856359273225917,0.03253015103912493,0.02342437981976604,4.276545168376593e-08,0.0003401662547380084,816,201,31,48,59,61,46,39,155,88,49,53,0,12,13,23,87,70,209,136,167,109,1692,262
